County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Westchester,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem,2008,Endangered,not listed,S1,G5T5,Recently Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Recently Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Diospyros virginiana,Persimmon,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,1898,Threatened,not listed,S2,G4,Historically Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,not available,Threatened,not listed,S1S2,G5,Historically Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum clinopodioides,Basil Mountain Mint,not available,Endangered,not listed,S1,G1G2,Possible but not Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Tomostima reptans,Carolina Whitlow Grass,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Trichostema setaceum,Narrow-leaved Blue-curls,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,1999,Threatened,not listed,S2,G4,Recently Confirmed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,1994,Endangered,not listed,S1,G5,Recently Confirmed
Westchester,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Possible but not Confirmed
Wyoming,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2013,Endangered,not listed,S2,G5,Recently Confirmed
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,Wild Onion,1971,Threatened,not listed,S2,G5,Historically Confirmed
Wyoming,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,1924,Threatened,not listed,S2S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Yates,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,not available,Endangered,not listed,S1,G5TNR,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Panic Grass,not available,Rare,not listed,S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,not available,Endangered,not listed,SH,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex gynocrates,Northern Bog Sedge,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,not available,Endangered,not listed,S1S2,G4G5,Historically Confirmed
